1467309600,14.0,1467309600.0
1467313200,18.0,0.0
1467316800,21.0,0.0
1467320400,20.0,0.0
1467324000,22.0,0.0
1467327600,20.0,0.0
1467331200,20.0,0.0
1467334800,20.0,0.0
1467338400,13.0,0.0
1467342000,11.0,0.0
1467345600,64.0,0.0
1467349200,53.0,0.0
1467352800,26.0,0.0
1467356400,10.0,0.0
1467360000,28.0,0.0
1467363600,61.0,0.0
1467367200,12.0,0.0
1467370800,33.0,0.0
1467374400,74.0,0.0
1467378000,22.0,0.0
1467381600,19.0,0.0
1467385200,74.0,0.0
1467388800,60.0,0.0
1467392400,46.0,0.0
1467396000,16.0,0.0
1467399600,16.0,0.0
1467403200,19.0,0.0
1467406800,16.0,0.0
1467410400,18.0,0.0
1467414000,16.0,0.0
1467417600,15.0,0.0
1467421200,14.0,0.0
1467424800,43.0,0.0
1467428400,70.0,0.0
1467432000,67.0,0.0
1467435600,68.0,0.0
1467439200,95.0,0.0
1467442800,66.0,0.0
1467446400,88.0,0.0
1467450000,67.0,0.0
1467453600,92.0,0.0
1467457200,51.0,0.0
1467460800,49.0,0.0
1467464400,16.0,0.0
1467468000,28.0,0.0
1467471600,62.0,0.0
1467475200,18.0,0.0
1467478800,57.0,0.0
1467482400,18.0,0.0
1467486000,18.0,0.0
1467489600,17.0,0.0
1467493200,16.0,0.0
1467496800,15.0,0.0
1467500400,15.0,0.0
1467504000,14.0,0.0
1467507600,14.0,0.0
1467511200,67.0,0.0
1467514800,68.0,0.0
1467518400,66.0,0.0
1467522000,69.0,0.0
1467525600,71.0,0.0
1467529200,56.0,0.0
1467532800,33.0,0.0
1467536400,70.0,0.0
1467540000,102.0,0.0
1467543600,23.0,0.0
1467547200,67.0,0.0
1467550800,47.0,0.0
1467554400,29.0,0.0
1467558000,74.0,0.0
1467561600,56.0,0.0
1467565200,56.0,0.0
1467568800,20.0,0.0
1467572400,24.0,0.0
1467576000,22.0,0.0
1467579600,20.0,0.0
1467583200,22.0,0.0
1467586800,17.0,0.0
1467590400,20.0,0.0
1467594000,18.0,0.0
1467597600,61.0,0.0
1467601200,70.0,0.0
1467604800,90.0,0.0
1467608400,78.0,0.0
1467612000,69.0,0.0
1467615600,77.0,0.0
1467619200,36.0,0.0
1467622800,45.0,0.0
1467626400,49.0,0.0
1467630000,100.0,0.0
1467633600,81.0,0.0
1467637200,41.0,0.0
1467640800,27.0,0.0
1467644400,63.0,0.0
1467648000,55.0,0.0
1467651600,46.0,0.0
1467655200,32.0,0.0
1467658800,58.0,0.0
1467662400,27.0,0.0
1467666000,73.0,0.0
1467669600,74.0,0.0
1467673200,71.0,0.0
1467676800,56.0,0.0
1467680400,55.0,0.0
1467684000,47.0,0.0
1467687600,108.0,0.0
1467691200,76.0,0.0
1467694800,18.0,0.0
1467698400,15.0,0.0
1467702000,63.0,0.0
1467705600,67.0,0.0
1467709200,32.0,0.0
1467712800,66.0,0.0
1467716400,66.0,0.0
1467720000,32.0,0.0
1467723600,61.0,0.0
1467727200,74.0,0.0
1467730800,77.0,0.0
